BRAND,CATEGORY,COLOR,CUSTOMER_ID,ORDER_COUNTRY,ORDER_DATE,ORDER_ID,ORDER_STATUS,PAYMENT_METHOD,PRODUCT_NAME,QUANTITY,SHIPPING_METHOD,SIZE,SUB-CATEGORY,UNIT_PRICE
J.Crew,Men's Clothing,Grey,2397,Netherlands,2022-08-25,ORD-497,Delivered,Credit/Debit Card,V-Neck Cashmere Sweater,10,Standard,Size XL,Sweaters,119.99
Gap Kids,Kids Clothing,Red,2142,Tunisia,2022-08-26,ORD-282,Processing,Credit/Debit Card,Red Graphic T-shirt,2,Express,Size 8,Tops,14.99
Coach,Accessories,Black,2434,Brazil,2022-08-26,ORD-958,Delivered,Credit/Debit Card,Leather Wallet,7,Standard,One Size,Wallets,250
Zara,Men's Clothing,Brown,1988,Morocco,2022-08-26,ORD-834,Processing,Credit/Debit Card,Men's Leather Moto Jacket,3,Standard,Size XL,Jackets,599.99
Patagonia,Men's Clothing,Navy Blue,2370,United Arab Emirates,2022-08-26,ORD-272,Shipped,Credit/Debit Card,Men's Down Jacket,8,Express,Size L,Jackets,349.99
Tumi,Men's Accessories,Black,2210,South Africa,2022-08-26,ORD-377,Cancelled,PayPal,Black Leather Backpack,10,Standard,One Size,Backpacks,399.99
Zara Kids,Kids Clothing,Pink,2005,Norway,2022-08-26,ORD-1137,Delivered,Credit/Debit Card,Pink Ruffled Skirt,2,Standard,Size 6,Skirts,29.99
Adidas Kids,Kids Clothing,Blue,2112,Switzerland,2022-08-26,ORD-1279,Processing,Credit/Debit Card,Blue Denim Shorts,1,Standard,Size 4T,Shorts,19.99
Zara,Men's Clothing,Brown,2435,Netherlands,2022-08-26,ORD-554,Shipped,Credit/Debit Card,Men's Leather Moto Jacket,4,Standard,Size XL,Jackets,599.99
Ralph Lauren,Men's Accessories,Black,2112,Netherlands,2022-08-26,ORD-364,Processing,PayPal,Leather Briefcase,3,Standard,One Size,Briefcases,399.99
Nike Kids,Kids Clothing,Blue,2059,Germany,2022-08-27,ORD-576,Shipped,Credit/Debit Card,Blue Graphic T-shirt,8,Standard,Size 5,Tops,24.99
Burberry,Women's Clothing,Beige,2103,Germany,2022-08-28,ORD-965,Delivered,Credit/Debit Card,Women's Trench Coat,5,Standard,Size XS,Outerwear,1299.99
Madewell,Women's Clothing,Navy/White,2373,Canada,2022-08-28,ORD-527,Delivered,Credit/Debit Card,Striped Sweater,3,Standard,Size XS,Sweaters,98
Canada Goose,Men's Clothing,Green,2012,Canada,2022-08-30,ORD-511,Delivered,Credit/Debit Card,Green Parka,5,Standard,Size L,Outerwear,699.99
Gap Kids,Kids Clothing,Red,2174,Greece,2022-08-30,ORD-562,Shipped,Credit/Debit Card,Red Graphic T-shirt,10,Standard,Size 8,Tops,14.99
Coach,Women's Clothing,White,2177,United Arab Emirates,2022-08-30,ORD-109,Delivered,Credit/Debit Card,White Lace Blouse,10,Standard,Size M,Tops,598
Banana Republic,Women's Clothing,Cream,2390,China,2022-08-30,ORD-491,Delivered,Credit/Debit Card,Cable Knit Sweater,7,Standard,Size S,Sweaters,79.99
Coach,Men's Clothing,Navy Blue,2092,Germany,2022-08-31,ORD-616,Delivered,Credit/Debit Card,Navy Blue Chinos,1,Standard,Size 34x32,Pants,98.99
Coach,Women's Accessories,Black,2044,Germany,2022-08-31,ORD-337,Processing,Credit/Debit Card,Black Leather Crossbody Bag,7,Standard,One Size,Bags,249.99
Mango,Women's Clothing,Black,2031,Canada,2022-08-31,ORD-1049,Shipped,Credit/Debit Card,Wrap-Front Jumpsuit,3,Standard,Size 6,Jumpsuits,69.99
Rebecca Taylor,Women's Clothing,White,2069,United States,2022-09-01,ORD-191,Shipped,Cash on Delivery,White Eyelet Blouse,8,Standard,Size S,Tops,179.99
Allen Edmonds,Men's Accessories,Brown,2357,Spain,2022-09-01,ORD-758,Shipped,Cash on Delivery,Brown Leather Belt,6,Express,Size 34,Belts,79.99
Canada Goose,Men's Clothing,Green,2180,China,2022-09-01,ORD-931,Cancelled,PayPal,Green Parka,6,Standard,Size L,Outerwear,699.99
Zara,Men's Clothing,Grey,2359,United Arab Emirates,2022-09-01,ORD-888,Cancelled,PayPal,Grey Herringbone Blazer,5,Standard,Size 40R,Blazers,599.99
Mango,Women's Clothing,Brown,2002,Switzerland,2022-09-01,ORD-1111,Delivered,Credit/Debit Card,Women's Suede Trench Coat,3,Standard,Size L,Outerwear,279.99
Timberland,Men's Shoes,Brown,2185,Egypt,2022-09-01,ORD-1026,Delivered,Credit/Debit Card,Brown Leather Boots,1,Standard,Size 9.5,Boots,179.99
Marmot,Women's Clothing,Navy Blue,2073,India,2022-09-02,ORD-137,Delivered,Credit/Debit Card,Women's Down Jacket,7,Standard,Size M,Outerwear,299.99
Zara,Men's Clothing,Grey,2131,Germany,2022-09-02,ORD-188,Delivered,Cash on Delivery,Grey Herringbone Blazer,4,Standard,Size 40R,Blazers,599.99
Madewell,Women's Clothing,Light Blue,2210,France,2022-09-03,ORD-975,Delivered,Credit/Debit Card,Women's Denim Jacket,6,Standard,Size S,Jackets,129.99
H&M,Men's Clothing,Gray,2111,Tunisia,2022-09-03,ORD-101,Delivered,Credit/Debit Card,Gray Pullover Sweater,6,Standard,Size L,Sweaters,129
Burberry,Men's Clothing,Black,1998,Brazil,2022-09-03,ORD-136,Delivered,Credit/Debit Card,Men's Hooded Parka,7,Standard,Size L,Jackets,599.99
H&M,Women's Clothing,Pink/Yellow,2014,China,2022-09-03,ORD-1479,Shipped,Cash on Delivery,Floral Print Sundress,2,Standard,Size S,Dresses,39.99
Common Projects,Men's Shoes,Black,2016,France,2022-09-04,ORD-1492,Shipped,Cash on Delivery,Black Leather Sneakers,3,Standard,Size 10,Sneakers,399.99
Nike,Men's Clothing,Grey,2256,France,2022-09-04,ORD-233,Shipped,Cash on Delivery,Grey Sweatpants,9,Express,Size M,Sweatpants,49.99
Allen Edmonds,Men's Accessories,Brown,2225,China,2022-09-05,ORD-198,Shipped,Cash on Delivery,Brown Leather Belt,2,Express,Size 34,Belts,79.99
Coachy,Women's Clothing,Black,2076,Denmark,2022-09-06,ORD-1487,Shipped,Cash on Delivery,Black Pencil Skirt,1,Standard,Size 4,Skirts,179.99
Gap Kids,Kids Clothing,White,2202,Brazil,2022-09-06,ORD-703,Shipped,Cash on Delivery,White Lace Dress,8,Express,Size 5,Dresses,39.99
Burberry,Men's Clothing,Black,2257,South Africa,2022-09-06,ORD-976,Delivered,Credit/Debit Card,Men's Hooded Parka,5,Standard,Size L,Jackets,599.99
Allen Edmonds,Men's Accessories,Brown,2420,Canada,2022-09-06,ORD-338,Processing,Credit/Debit Card,Brown Leather Belt,8,Standard,Size 34,Belts,79.99
Rebecca Taylor,Women's Clothing,White,2252,Canada,2022-09-06,ORD-751,Shipped,Cash on Delivery,White Eyelet Blouse,4,Express,Size S,Tops,179.99
Topshop,Women's Clothing,Red,2079,Tunisia,2022-09-06,ORD-1302,Delivered,Credit/Debit Card,Red Wrap Skirt,3,Standard,Size M,Skirts,59.99
Madewell,Women's Clothing,Light Blue,2100,Denmark,2022-09-06,ORD-1535,Delivered,Cash on Delivery,Women's Denim Jacket,1,Standard,Size S,Jackets,129.99
Steve Madden,Women's Shoes,Black,2181,Spain,2022-09-06,ORD-498,Delivered,Credit/Debit Card,Lace-Up Combat Boots,10,Standard,Size 8,Boots,129.99
Mango,Women's Clothing,Ivory,2055,United Kingdom,2022-09-06,ORD-913,Cancelled,PayPal,Ruffle-Trimmed Blouse,7,Standard,Size M,Tops,39.99
Rebecca Taylor,Women's Clothing,White,2251,United Arab Emirates,2022-09-07,ORD-331,Processing,Credit/Debit Card,White Eyelet Blouse,6,Standard,Size S,Tops,179.99
Zara,Accessories,Brown,2139,Brazil,2022-09-07,ORD-676,Delivered,Credit/Debit Card,Leather Strap Watch,8,Standard,One Size,Watches,109.99
Mango,Women's Clothing,Pink/White,2038,Netherlands,2022-09-07,ORD-385,Cancelled,PayPal,Floral Midi Dress,8,Standard,Size 6,Dresses,148
Zara Kids,Kids Clothing,Red and Black,2142,United Arab Emirates,2022-09-07,ORD-584,Shipped,Credit/Debit Card,Red Plaid Button-Up Shirt,7,Standard,Size 4,Tops,86.99
AllSaints,Men's Clothing,Black,2078,Switzerland,2022-09-08,ORD-1580,Delivered,Credit/Debit Card,Black Leather Jacket,2,Standard,Size M,Jackets,499.99
Madewell,Women's Clothing,Black,2013,Netherlands,2022-09-08,ORD-388,Cancelled,PayPal,High-Rise Skinny Jeans,9,Standard,Size 28,Jeans,128
Mango,Women's Clothing,Red,2026,Netherlands,2022-09-08,ORD-1215,Shipped,Cash on Delivery,Red Puffer Jacket,2,Express,Size M,Outerwear,249.99
Mango,Men's Clothing,Red/Black,2109,United Arab Emirates,2022-09-08,ORD-1363,Shipped,Credit/Debit Card,Checked Flannel Shirt,1,Standard,Size S,Shirts,89.5
The North Face,Men's Clothing,Grey,2293,United Arab Emirates,2022-09-08,ORD-410,Cancelled,PayPal,Men's Fleece Jacket,7,Standard,Size M,Jackets,99.99
H&M Kids,Kids Clothing,Green,2124,United States,2022-09-08,ORD-281,Processing,Credit/Debit Card,Green Cargo Pants,8,Express,Size 10,Pants,29.99
Mango,Women's Accessories,Brown,2076,Tunisia,2022-09-08,ORD-238,Shipped,Cash on Delivery,Brown Leather Gloves,5,Express,Size M,Gloves,129.99
Coach,Men's Clothing,Black,2047,Tunisia,2022-09-09,ORD-1239,Processing,Cash on Delivery,Black Leather Jacket,1,Express,Size M,Jackets,899.99
Timberland,Men's Shoes,Brown,2004,Norway,2022-09-09,ORD-1586,Delivered,Credit/Debit Card,Brown Leather Boots,2,Standard,Size 9.5,Boots,179.99
GAP Kids,Kids Clothing,Blue and Green,2441,Canada,2022-09-09,ORD-736,Shipped,Cash on Delivery,Blue Plaid Button-Up Shirt,5,Express,Size 5,Tops,19.99
Zara,Accessories,Brown,2114,France,2022-09-09,ORD-1516,Shipped,Cash on Delivery,Leather Strap Watch,2,Standard,One Size,Watches,109.99
Canada Goose,Men's Clothing,Dark Green,2006,Brazil,2022-09-10,ORD-1248,Processing,Credit/Debit Card,Men's Parka,3,Express,Size XL,Jackets,999.99
Nike Kids,Kids Clothing,Black,2126,Denmark,2022-09-10,ORD-1292,Delivered,Credit/Debit Card,Black Track Pants,2,Standard,Size 10,Bottoms,29.99
Zara,Accessories,Brown,2211,Japan,2022-09-10,ORD-256,Shipped,Cash on Delivery,Leather Strap Watch,4,Express,One Size,Watches,109.99
Allen Edmonds,Men's Accessories,Brown,2118,Denmark,2022-09-11,ORD-1598,Delivered,Credit/Debit Card,Brown Leather Belt,1,Standard,Size 34,Belts,79.99
Rebecca Taylor,Women's Clothing,White,2327,Netherlands,2022-09-12,ORD-1031,Delivered,Credit/Debit Card,White Eyelet Blouse,10,Standard,Size S,Tops,179.99
Gap,Men's Clothing,Navy,1992,United Arab Emirates,2022-09-12,ORD-1460,Delivered,Credit/Debit Card,Classic Cotton T-Shirt,2,Standard,Size L,Tops,24.99
Ralph Lauren,Men's Accessories,Black,2293,United States,2022-09-12,ORD-224,Shipped,Cash on Delivery,Leather Briefcase,4,Express,One Size,Briefcases,399.99
H&M Kids,Kids Clothing,Blue,2115,Portugal,2022-09-12,ORD-871,Cancelled,PayPal,Blue Denim Skirt,9,Standard,Size 8,Skirts,32.99
Dr. Martens,Men's Shoes,Black,2194,France,2022-09-12,ORD-892,Cancelled,PayPal,Black Leather Chelsea Boots,6,Standard,Size 10,Boots,169.99
H&M Kids,Kids Clothing,Orange,2063,Hong Kong,2022-09-12,ORD-1268,Processing,Credit/Debit Card,Orange Cargo Shorts,2,Express,Size 8,Shorts,22.99
J.Crew,Women's Clothing,Charcoal Grey,2128,Tunisia,2022-09-13,ORD-407,Cancelled,PayPal,Women's Wool Peacoat,4,Standard,Size M,Outerwear,249.99
Mango,Women's Clothing,Brown,2077,Japan,2022-09-13,ORD-1391,Shipped,Credit/Debit Card,Women's Suede Trench Coat,3,Standard,Size L,Outerwear,279.99
AllSaints,Men's Clothing,Black,2002,India,2022-09-13,ORD-1160,Delivered,Credit/Debit Card,Black Leather Jacket,1,Standard,Size M,Jackets,499.99
Hermès,Accessories,Black,2057,United States,2022-09-13,ORD-952,Cancelled,Credit/Debit Card,Oversized Sunglasses,3,Standard,One Size,Sunglasses,965
Topshop,Women's Clothing,Red,2019,Switzerland,2022-09-14,ORD-1582,Delivered,Credit/Debit Card,Red Wrap Skirt,1,Standard,Size M,Skirts,59.99
Gap,Men's Clothing,Navy,2051,United Kingdom,2022-09-14,ORD-1320,Delivered,Credit/Debit Card,Classic Cotton T-Shirt,1,Standard,Size L,Tops,24.99
Coach,Men's Clothing,Black,2004,Canada,2022-09-14,ORD-959,Delivered,Credit/Debit Card,Black Leather Jacket,7,Standard,Size M,Jackets,899.99
Nike Kids,Kids Clothing,Blue,2094,Egypt,2022-09-14,ORD-850,Processing,Credit/Debit Card,Blue Hoodie,8,Standard,Size 10,Tops,39.99
Common Projects,Men's Shoes,Black,2055,Italy,2022-09-15,ORD-232,Shipped,Cash on Delivery,Black Leather Sneakers,1,Express,Size 10,Sneakers,399.99
Ralph Lauren,Men's Accessories,Black,2015,China,2022-09-15,ORD-1204,Shipped,Cash on Delivery,Leather Briefcase,3,Express,One Size,Briefcases,399.99
Zara Kids,Kids Clothing,Grey,2428,Germany,2022-09-15,ORD-458,Delivered,Credit/Debit Card,Grey Hoodie,7,Standard,Size L,Sweatshirts,39.99
Levi's,Women's Clothing,Black,2121,Canada,2022-09-15,ORD-1587,Delivered,Credit/Debit Card,Black Skinny Jeans,2,Standard,Size 28,Jeans,69.99
Mango,Women's Clothing,Black,2114,Tunisia,2022-09-15,ORD-1109,Delivered,Credit/Debit Card,Women's Leather Moto Jacket,2,Standard,Size S,Jackets,199.99
Coach,Men's Clothing,Navy Blue,2056,India,2022-09-15,ORD-1316,Delivered,Credit/Debit Card,Navy Blue Chinos,1,Standard,Size 34x32,Pants,98.99
Nike Kids,Kids Clothing,Purple,2147,Greece,2022-09-16,ORD-995,Delivered,Credit/Debit Card,Purple Fleece Jacket,2,Standard,Size 8,Jackets,39.99
Burberry,Women's Clothing,Beige,2121,United States,2022-09-16,ORD-545,Shipped,Credit/Debit Card,Women's Trench Coat,1,Standard,Size XS,Outerwear,1299.99
Zara,Men's Clothing,Grey,2013,Netherlands,2022-09-16,ORD-1588,Delivered,Credit/Debit Card,Grey Herringbone Blazer,2,Standard,Size 40R,Blazers,599.99
Equipment,Women's Clothing,Ivory,2112,India,2022-09-16,ORD-928,Cancelled,PayPal,Ivory Silk Blouse,6,Standard,Size M,Blouses,249.99
Coachy,Women's Clothing,Black,2152,United Arab Emirates,2022-09-17,ORD-367,Cancelled,PayPal,Black Pencil Skirt,9,Standard,Size 4,Skirts,179.99
Equipment,Women's Clothing,Ivory,2113,Morocco,2022-09-17,ORD-1208,Shipped,Cash on Delivery,Ivory Silk Blouse,2,Express,Size M,Blouses,249.99
Gap Kids,Kids Clothing,Yellow,2166,Spain,2022-09-17,ORD-706,Shipped,Cash on Delivery,Yellow Raincoat,4,Express,Size 4,Jackets,49.99
Barbour,Men's Clothing,Navy,2427,United Kingdom,2022-09-17,ORD-126,Delivered,Credit/Debit Card,Men's Quilted Jacket,7,Standard,Size L,Jackets,299.99
Dr. Martens,Men's Shoes,Black,2055,Greece,2022-09-17,ORD-1592,Delivered,Credit/Debit Card,Black Leather Chelsea Boots,1,Standard,Size 10,Boots,169.99
Gap Kids,Kids Clothing,Pink,2029,United Arab Emirates,2022-09-18,ORD-1260,Processing,Credit/Debit Card,Pink Floral Dress,3,Express,Size 6,Dresses,24.99
GAP Kids,Kids Clothing,Blue and Green,2049,Switzerland,2022-09-18,ORD-1016,Delivered,Credit/Debit Card,Blue Plaid Button-Up Shirt,7,Standard,Size 5,Tops,19.99
Levi's,Men's Clothing,Blue,2387,Saudi Arabia,2022-09-18,ORD-962,Delivered,Credit/Debit Card,Men's Denim Jacket,5,Standard,Size XL,Jackets,119.99
Gap Kids,Kids Clothing,Yellow,2132,Norway,2022-09-18,ORD-1126,Delivered,Credit/Debit Card,Yellow Raincoat,2,Standard,Size 4,Jackets,49.99
Nike,Men's Clothing,Grey,2058,United States,2022-09-19,ORD-373,Cancelled,PayPal,Grey Sweatpants,3,Standard,Size M,Sweatpants,49.99
Adidas Kids,Kids Clothing,Grey,2279,Denmark,2022-09-19,ORD-729,Shipped,Cash on Delivery,Grey Sweatpants,8,Express,Size 5,Bottoms,24.99
Zara,Men's Clothing,Olive Green,2395,Hong Kong,2022-09-20,ORD-680,Delivered,Credit/Debit Card,Men's Bomber Jacket,7,Standard,Size L,Jackets,89.99
Mango,Women's Clothing,Red,2251,Brazil,2022-09-20,ORD-375,Cancelled,PayPal,Red Puffer Jacket,10,Standard,Size M,Outerwear,249.99
H&M Kids,Kids Clothing,Green,2128,China,2022-09-21,ORD-1271,Processing,Credit/Debit Card,Green Camo Pants,2,Standard,Size 5,Pants,24.99
Coachy,Women's Clothing,Black,2089,Japan,2022-09-21,ORD-227,Shipped,Cash on Delivery,Black Pencil Skirt,5,Express,Size 4,Skirts,179.99
Nike,Men's Clothing,Red,2066,Netherlands,2022-09-21,ORD-824,Processing,Credit/Debit Card,Men's Hooded Windbreaker,7,Standard,Size M,Jackets,79.99
Gap Kids,Kids Clothing,Red,2214,Portugal,2022-09-21,ORD-992,Delivered,Credit/Debit Card,Red Puffer Jacket,7,Standard,Size 14/16,Jackets,79.99
Levi's,Women's Clothing,Black,2217,Japan,2022-09-21,ORD-187,Delivered,Cash on Delivery,Black Skinny Jeans,8,Standard,Size 28,Jeans,69.99
H&M Kids,Kids Clothing,Orange,2181,India,2022-09-21,ORD-708,Shipped,Cash on Delivery,Orange Cargo Shorts,7,Express,Size 8,Shorts,22.99
Nike Kids,Kids Clothing,Green,2082,United Kingdom,2022-09-21,ORD-443,Cancelled,PayPal,Green Cargo Pants,2,Standard,Size 12,Bottoms,19.99
Ralph Lauren Kids,Kids Clothing,Navy Blue,1989,Norway,2022-09-22,ORD-307,Processing,Credit/Debit Card,Navy Blue Polo Shirt,9,Standard,Size 6,Tops,39.99
Zara,Women's Clothing,Beige,2247,Saudi Arabia,2022-09-22,ORD-204,Shipped,Cash on Delivery,Cropped Wide-Leg Pants,4,Express,Size L,Bottoms,49.99
H&M Kids,Kids Clothing,Green,2388,Greece,2022-09-22,ORD-841,Processing,Credit/Debit Card,Green Cargo Pants,2,Standard,Size 10,Pants,29.99
Common Projects,Men's Shoes,Black,2013,Morocco,2022-09-22,ORD-1212,Shipped,Cash on Delivery,Black Leather Sneakers,1,Express,Size 10,Sneakers,399.99
The North Face,Men's Clothing,Grey,2171,India,2022-09-23,ORD-970,Delivered,Credit/Debit Card,Men's Fleece Jacket,2,Standard,Size M,Jackets,99.99
Mango,Men's Clothing,Red/Black,2082,Brazil,2022-09-23,ORD-663,Delivered,Credit/Debit Card,Checked Flannel Shirt,1,Standard,Size S,Shirts,89.5
Gap Kids,Kids Clothing,Red,2026,Spain,2022-09-23,ORD-1542,Delivered,Credit/Debit Card,Red Graphic T-shirt,2,Standard,Size 8,Tops,14.99
Levi's,Men's Clothing,Blue,2135,Netherlands,2022-09-23,ORD-1210,Shipped,Cash on Delivery,Blue Jeans,2,Express,Size 32,Jeans,79.99
Ralph Lauren Kids,Kids Clothing,Yellow and White,2040,Brazil,2022-09-23,ORD-599,Shipped,Credit/Debit Card,Yellow Floral Sundress,8,Standard,Size 12,Dresses,248.99
Zara Kids,Kids Clothing,Black,2129,Brazil,2022-09-23,ORD-1002,Delivered,Credit/Debit Card,Black Denim Shorts,5,Standard,Size 8,Bottoms,69.99
Mango,Women's Clothing,Pink,2186,United Kingdom,2022-09-24,ORD-325,Processing,Credit/Debit Card,Pink Silk Blouse,10,Standard,Size XS,Tops,199.99
Adidas Kids,Kids Clothing,Blue,2439,Egypt,2022-09-24,ORD-439,Cancelled,PayPal,Blue Denim Shorts,4,Standard,Size 4T,Shorts,19.99
Ralph Lauren,Men's Accessories,Black,2004,Greece,2022-09-24,ORD-784,Processing,Credit/Debit Card,Leather Briefcase,8,Express,One Size,Briefcases,399.99
Mango,Women's Accessories,Brown,2002,Egypt,2022-09-24,ORD-798,Processing,Credit/Debit Card,Brown Leather Gloves,4,Standard,Size M,Gloves,129.99
Dr. Martens,Men's Shoes,Black,2147,Denmark,2022-09-24,ORD-1172,Shipped,Credit/Debit Card,Black Leather Chelsea Boots,3,Standard,Size 10,Boots,169.99
Forever 21,Women's Clothing,Red,2152,Portugal,2022-09-24,ORD-195,Shipped,Cash on Delivery,Red Plaid Skirt,6,Express,Size S,Skirts,39.99
Zara,Women's Clothing,Beige,2049,Saudi Arabia,2022-09-24,ORD-1464,Delivered,Credit/Debit Card,Cropped Wide-Leg Pants,1,Standard,Size L,Bottoms,49.99
Theory,Women's Clothing,Grey,2043,Denmark,2022-09-25,ORD-1206,Shipped,Cash on Delivery,Grey Turtleneck Sweater,2,Express,Size S,Sweaters,149.99
Coach,Men's Clothing,Black,2003,China,2022-09-26,ORD-259,Shipped,Cash on Delivery,Black Leather Jacket,6,Express,Size M,Jackets,899.99
Zara,Women's Clothing,Blue,2385,South Africa,2022-09-26,ORD-199,Shipped,Cash on Delivery,Blue Floral Dress,10,Express,Size S,Dresses,79.99
Coach,Men's Clothing,Navy Blue,2045,Brazil,2022-09-26,ORD-756,Shipped,Cash on Delivery,Navy Blue Chinos,10,Express,Size 34x32,Pants,98.99
Zara Kids,Kids Clothing,Grey,2196,United Kingdom,2022-09-27,ORD-1018,Delivered,Credit/Debit Card,Grey Hoodie,1,Standard,Size L,Sweatshirts,39.99
Steve Madden,Women's Shoes,Black,2121,China,2022-09-27,ORD-638,Delivered,Credit/Debit Card,Lace-Up Combat Boots,9,Standard,Size 8,Boots,129.99
Patagonia,Men's Clothing,Navy Blue,2069,Mexico,2022-09-27,ORD-1532,Delivered,Cash on Delivery,Men's Down Jacket,2,Standard,Size L,Jackets,349.99
Ralph Lauren Kids,Kids Clothing,White,2139,United Kingdom,2022-09-27,ORD-1434,Delivered,Credit/Debit Card,White Eyelet Dress,3,Standard,Size 7,Dresses,244.99
Mango,Men's Clothing,Red/Black,2246,Norway,2022-09-28,ORD-243,Shipped,Cash on Delivery,Checked Flannel Shirt,7,Express,Size S,Shirts,89.5
Coach,Men's Shoes,Black,2041,Denmark,2022-09-28,ORD-1345,Shipped,Credit/Debit Card,Black Leather Boots,3,Standard,Size 9,Boots,299.99
H&M Kids,Kids Clothing,Gray,2019,Italy,2022-09-28,ORD-847,Processing,Credit/Debit Card,Gray Sweatshirt,6,Standard,Size 6,Tops,19.99
Zara,Women's Clothing,Beige,2181,Switzerland,2022-09-28,ORD-904,Cancelled,PayPal,Cropped Wide-Leg Pants,9,Standard,Size L,Bottoms,49.99
Gap Kids,Kids Clothing,Red,2066,Norway,2022-09-29,ORD-1132,Delivered,Credit/Debit Card,Red Puffer Jacket,2,Standard,Size 14/16,Jackets,79.99
Mango,Women's Clothing,Caramel,2115,Hong Kong,2022-09-29,ORD-1231,Processing,Cash on Delivery,Leather Tote Bag,1,Express,One Size,Handbags,195
Tommy Hilfiger,Men's Clothing,Green,2082,United Arab Emirates,2022-09-30,ORD-1186,Shipped,Cash on Delivery,Quilted Bomber Jacket,2,Express,Size M,Jackets,89.99
Zara Kids,Kids Clothing,Pink,2405,Greece,2022-09-30,ORD-997,Delivered,Credit/Debit Card,Pink Ruffled Skirt,8,Standard,Size 6,Skirts,29.99
AllSaints,Men's Clothing,Black,2339,Saudi Arabia,2022-09-30,ORD-320,Processing,Credit/Debit Card,Black Leather Jacket,8,Standard,Size M,Jackets,499.99
Mango,Women's Clothing,Pink,2175,Morocco,2022-09-30,ORD-745,Shipped,Cash on Delivery,Pink Silk Blouse,4,Express,Size XS,Tops,199.99
Madewell,Women's Clothing,Light Blue,2354,Morocco,2022-09-30,ORD-555,Shipped,Credit/Debit Card,Women's Denim Jacket,10,Standard,Size S,Jackets,129.99
Zara,Women's Clothing,Blue,2258,Germany,2022-09-30,ORD-619,Delivered,Credit/Debit Card,Blue Floral Dress,4,Standard,Size S,Dresses,79.99
Mango,Men's Clothing,Red/Black,2180,Tunisia,2022-09-30,ORD-103,Delivered,Credit/Debit Card,Checked Flannel Shirt,8,Standard,Size S,Shirts,89.5
Mango,Women's Clothing,Pink,2382,Netherlands,2022-10-01,ORD-885,Cancelled,PayPal,Pink Silk Blouse,3,Standard,Size XS,Tops,199.99
H&M Kids,Kids Clothing,Green,2137,Spain,2022-10-01,ORD-1131,Delivered,Credit/Debit Card,Green Camo Pants,2,Standard,Size 5,Pants,24.99
Nike Kids,Kids Clothing,Purple,2066,Canada,2022-10-01,ORD-855,Processing,Credit/Debit Card,Purple Fleece Jacket,4,Standard,Size 8,Jackets,39.99
Madewell,Women's Clothing,Light Blue,2189,United Kingdom,2022-10-01,ORD-275,Shipped,Credit/Debit Card,Women's Denim Jacket,2,Express,Size S,Jackets,129.99
Nike Kids,Kids Clothing,Green,2125,Germany,2022-10-01,ORD-1563,Delivered,Credit/Debit Card,Green Cargo Pants,1,Standard,Size 12,Bottoms,19.99
Theory,Women's Clothing,Grey,2266,Hong Kong,2022-10-01,ORD-926,Cancelled,PayPal,Grey Turtleneck Sweater,4,Standard,Size S,Sweaters,149.99
Zara Kids,Kids Clothing,Grey,2030,Japan,2022-10-02,ORD-1298,Delivered,Credit/Debit Card,Grey Hoodie,2,Standard,Size L,Sweatshirts,39.99
